9	3	0.019
9	4	0.019
9	5	0.019
9	6	0.133
9	7	0.133
9	8	0.019
9	9	0
9	10	0.019
9	11	0.133
9	12	0.019
9	13	0.019
9	14	0.019
9	15	0.019
9	16	0.133
9	17	0.133
9	18	0.018
9	19	0.018
9	20	0.018
9	21	0.018
9	22	0.018
9	23	0.018
9	24	0.018
10	1	0.029
10	2	0.029
10	3	0.029
10	4	0.029
10	5	0.029
10	6	0.083
10	7	0.083
10	8	0.029
10	9	0.083
10	10	0
10	11	0.083
10	12	0.029
10	13	0.029
10	14	0.03
10	15	0.03
10	16	0.083
10	17	0.083
10	18	0.03
10	19	0.03
10	20	0.03
10	21	0.03
10	22	0.03
10	23	0.03
10	24	0.03
11	1	0.019
11	2	0.019
11	3	0.019
11	4	0.019
11	5	0.019
11	6	0.133
11	7	0.133
11	8	0.019
11	9	0.133
11	10	0.019
11	11	0
11	12	0.019
11	13	0.019
11	14	0.019
11	15	0.019
11	16	0.133
11	17	0.133
11	18	0.018
11	19	0.018
11	20	0.018
11	21	0.018
11	22	0.018
11	23	0.018
11	24	0.018
12	1	0.029
12	2	0.029
12	3	0.029
12	4	0.029
12	5	0.029
12	6	0.083
12	7	0.083
12	8	0.029
12	9	0.083
12	10	0.029
12	11	0.083
12	12	0
12	13	0.029
12	14	0.03
12	15	0.03
12	16	0.083
12	17	0.083
12	18	0.03
12	19	0.03
12	20	0.03
12	21	0.03
12	22	0.03
12	23	0.03
12	24	0.03
13	1	0.029
13	2	0.029
13	3	0.029
13	4	0.029
13	5	0.029
13	6	0.083
13	7	0.083
13	8	0.029
13	9	0.083
13	10	0.029
13	11	0.083
13	12	0.029
13	13	0
13	14	0.03
13	15	0.03
13	16	0.083
13	17	0.083
13	18	0.03
13	19	0.03
13	20	0.03
13	21	0.03
13	22	0.03
13	23	0.03
13	24	0.03
14	1	0.029
14	2	0.029
14	3	0.029
14	4	0.029
14	5	0.029
14	6	0.083
14	7	0.083
14	8	0.029
14	9	0.083
14	10	0.029
14	11	0.083
14	12	0.029
14	13	0.03
14	14	0
14	15	0.03
14	16	0.083
14	17	0.083
14	18	0.03
14	19	0.03
14	20	0.03
14	21	0.03
14	22	0.03
14	23	0.03
14	24	0.03
15	1	0.029
15	2	0.029
15	3	0.029
15	4	0.029
15	5	0.029
15	6	0.083
15	7	0.083
15	8	0.029
15	9	0.083
15	10	0.029
15	11	0.083
15	12	0.029
15	13	0.03
15	14	0.03
15	15	0
15	16	0.083
15	17	0.083
15	18	0.03
15	19	0.03
15	20	0.03
15	21	0.03
15	22	0.03
15	23	0.03
15	24	0.03
16	1	0.019
16	2	0.019
16	3	0.019
16	4	0.019
16	5	0.019
16	6	0.133
16	7	0.133
16	8	0.019
16	9	0.133
16	10	0.019
16	11	0.133
16	12	0.019
16	13	0.019
16	14	0.019
16	15	0.019
16	16	0
16	17	0.133
16	18	0.018
16	19	0.018
16	20	0.018
16	21	0.018
16	22	0.018
16	23	0.018
16	24	0.018
17	1	0.019
17	2	0.019
17	3	0.019
17	4	0.019
17	5	0.019
17	6	0.133
17	7	0.133
17	8	0.019
17	9	0.133
17	10	0.019
17	11	0.133
17	12	0.019
17	13	0.019
17	14	0.019
17	15	0.019
17	16	0.133
17	17	0
17	18	0.018
17	19	0.018
17	20	0.018
17	21	0.018
17	22	0.018
17	23	0.018
17	24	0.018
18	1	0.029
18	2	0.029
18	3	0.029
18	4	0.029
18	5	0.029
18	6	0.083
18	7	0.083
18	8	0.029
18	9	0.083
18	10	0.029
18	11	0.083
18	12	0.029
18	13	0.03
18	14	0.03
18	15	0.03
18	16	0.083
18	17	0.083
18	18	0
18	19	0.03
18	20	0.03
18	21	0.03
18	22	0.03
18	23	0.03
18	24	0.03
19	1	0.029
19	2	0.029
19	3	0.029
19	4	0.029
19	5	0.029
19	6	0.083
19	7	0.083
19	8	0.029
19	9	0.083
19	10	0.029
19	11	0.083
19	12	0.029
19	13	0.03
19	14	0.03
19	15	0.03
19	16	0.083
19	17	0.083
19	18	0.03
19	19	0
19	20	0.03
19	21	0.03
19	22	0.03
19	23	0.03
19	24	0.03
20	1	0.029
20	2	0.029
20	3	0.029
20	4	0.029
20	5	0.029
20	6	0.083
20	7	0.083
20	8	0.029
20	9	0.083
20	10	0.029
20	11	0.083
20	12	0.029
20	13	0.03
20	14	0.03
20	15	0.03
20	16	0.083
20	17	0.083
20	18	0.03
20	19	0.03
20	20	0
20	21	0.03
20	22	0.03
20	23	0.03
20	24	0.03
21	1	0.029
21	2	0.029
21	3	0.029
21	4	0.029
21	5	0.029
21	6	0.083
21	7	0.083
21	8	0.029
21	9	0.083
21	10	0.029
21	11	0.083
21	12	0.029
21	13	0.03
21	14	0.03
21	15	0.03
21	16	0.083
21	17	0.083
21	18	0.03
21	19	0.03
21	20	0.03
21	21	0
21	22	0.03
21	23	0.03
21	24	0.03
22	1	0.029
22	2	0.029
22	3	0.029
22	4	0.029
22	5	0.029
22	6	0.083
22	7	0.083
22	8	0.029
22	9	0.083
22	10	0.029
22	11	0.083
22	12	0.029
22	13	0.03
22	14	0.03
22	15	0.03
22	16	0.083
22	17	0.083
22	18	0.03
22	19	0.03
22	20	0.03
22	21	0.03
22	22	0
22	23	0.03
22	24	0.03
23	1	0.029
23	2	0.029
23	3	0.029
23	4	0.029
23	5	0.029
23	6	0.083
23	7	0.083
23	8	0.029
23	9	0.083
23	10	0.029
23	11	0.083
23	12	0.029
23	13	0.03
23	14	0.03
23	15	0.03
23	16	0.083
23	17	0.083
23	18	0.03
23	19	0.03
23	20	0.03
23	21	0.03
23	22	0.03
23	23	0
23	24	0.03
24	1	0.029
24	2	0.029
24	3	0.029
24	4	0.029
24	5	0.029
24	6	0.083
24	7	0.083
24	8	0.029
24	9	0.083
24	10	0.029
24	11	0.083
24	12	0.029
24	13	0.03
24	14	0.03
24	15	0.03
24	16	0.083
24	17	0.083
24	18	0.03
24	19	0.03
24	20	0.03
24	21	0.03
24	22	0.03
24	23	0.03
24	24	0
