1	1	0
1	2	0.029
1	3	0.029
1	4	0.029
1	5	0.029
1	6	0.083
1	7	0.083
1	8	0.029
1	9	0.083
1	10	0.029
1	11	0.083
1	12	0.029
1	13	0.029
1	14	0.03
1	15	0.03
1	16	0.083
1	17	0.083
1	18	0.03
1	19	0.03
1	20	0.03
1	21	0.03
1	22	0.03
1	23	0.03
1	24	0.03
2	1	0.029
2	2	0
2	3	0.029
2	4	0.029
2	5	0.029
2	6	0.083
2	7	0.083
2	8	0.029
2	9	0.083
2	10	0.029
2	11	0.083
2	12	0.029
2	13	0.029
2	14	0.03
2	15	0.03
2	16	0.083
2	17	0.083
2	18	0.03
2	19	0.03
2	20	0.03
2	21	0.03
2	22	0.03
2	23	0.03
2	24	0.03
3	1	0.029
3	2	0.029
3	3	0
3	4	0.029
3	5	0.029
3	6	0.083
3	7	0.083
3	8	0.029
3	9	0.083
3	10	0.029
3	11	0.083
3	12	0.029
3	13	0.029
3	14	0.03
3	15	0.03
3	16	0.083
3	17	0.083
3	18	0.03
3	19	0.03
3	20	0.03
3	21	0.03
3	22	0.03
3	23	0.03
3	24	0.03
4	1	0.029
4	2	0.029
4	3	0.029
4	4	0
4	5	0.029
4	6	0.083
4	7	0.083
4	8	0.029
4	9	0.083
4	10	0.029
4	11	0.083
4	12	0.029
4	13	0.029
4	14	0.03
4	15	0.03
4	16	0.083
4	17	0.083
4	18	0.03
4	19	0.03
4	20	0.03
4	21	0.03
4	22	0.03
4	23	0.03
4	24	0.03
5	1	0.029
5	2	0.029
5	3	0.029
5	4	0.029
5	5	0
5	6	0.083
5	7	0.083
5	8	0.029
5	9	0.083
5	10	0.029
5	11	0.083
5	12	0.029
5	13	0.029
5	14	0.03
5	15	0.03
5	16	0.083
5	17	0.083
5	18	0.03
5	19	0.03
5	20	0.03
5	21	0.03
5	22	0.03
5	23	0.03
5	24	0.03
6	1	0.019
6	2	0.019
6	3	0.019
6	4	0.019
6	5	0.019
6	6	0
6	7	0.133
6	8	0.019
6	9	0.133
6	10	0.019
6	11	0.133
6	12	0.019
6	13	0.019
6	14	0.019
6	15	0.019
6	16	0.133
6	17	0.133
6	18	0.018
6	19	0.018
6	20	0.018
6	21	0.018
6	22	0.018
6	23	0.018
6	24	0.018
7	1	0.019
7	2	0.019
7	3	0.019
7	4	0.019
7	5	0.019
7	6	0.133
7	7	0
7	8	0.019
7	9	0.133
7	10	0.019
7	11	0.133
7	12	0.019
7	13	0.019
7	14	0.019
7	15	0.019
7	16	0.133
7	17	0.133
7	18	0.018
7	19	0.018
7	20	0.018
7	21	0.018
7	22	0.018
7	23	0.018
7	24	0.018
8	1	0.029
8	2	0.029
8	3	0.029
8	4	0.029
8	5	0.029
8	6	0.083
8	7	0.083
8	8	0
8	9	0.083
8	10	0.029
8	11	0.083
8	12	0.029
8	13	0.029
8	14	0.03
8	15	0.03
8	16	0.083
8	17	0.083
8	18	0.03
8	19	0.03
8	20	0.03
8	21	0.03
8	22	0.03
8	23	0.03
8	24	0.03
9	1	0.019
9	2	0.019
